Betreiber,Straße,Hausnummer,Postleitzahl,Ort,Bundesland,Breitengrad,Längengrad,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Steckertypen2,P2 [kW],Steckertypen3,P3 [kW],Steckertypen4,P4 [kW]
Vereinigte Stadtwerke GmbH,Schützenstraße,55,23843,Bad Oldesloe,Schleswig-Holstein,53.811902,10.364649,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Exer,0,23843,Bad Oldesloe,Schleswig-Holstein,53.811428,10.370939,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Vereinigte Stadtwerke GmbH,Mommsenstraße,13,23843,Bad Oldesloe,Schleswig-Holstein,53.806295,10.380794,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Käthe-Kollwitz-Str.,14,23843,Bad Oldesloe,Schleswig-Holstein,53.807286,10.382605,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,
Vereinigte Stadtwerke GmbH,Lübecker Straße,46,23843,Bad Oldesloe,Schleswig-Holstein,53.811608,10.382751,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
famila,Lily-Braun-Straße,24 - 28,23843,Bad Oldesloe,Schleswig-Holstein,53.8004,10.4031,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EnBW mobility+ AG und Co.KG,Lily-Braun-Straße,34,23843,Bad Oldesloe,Schleswig-Holstein,53.798595,10.404985,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
E.ON Drive Infrastructure,Serways Trave West,0,23858,Reinfeld,Schleswig-Holstein,53.81885,10.478865,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
HanseWerk Charging Station,Marktstraße,1,23858,Reinfeld,Schleswig-Holstein,53.83203,10.488847,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EnBW mobility+ AG und Co.KG,An der Autobahn,7,23858,Reinfeld (Holstein),Schleswig-Holstein,53.82365,10.50203,300.0,Schnellladeeinrichtung,2,DC Kupplung Combo,300,DC Kupplung Combo,300.0,,,,
EnBW mobility+ AG und Co.KG,An der Autobahn,7,23858,Reinfeld (Holstein),Schleswig-Holstein,53.82365,10.50203,300.0,Schnellladeeinrichtung,2,DC Kupplung Combo,300,DC Kupplung Combo,300.0,,,,
CLEVER A/S,Barnitzer Strasse,1-7,23858,Reinfeld,Schleswig-Holstein,53.822247,10.502461,86.0,Schnellladeeinrichtung,3,AC Kupplung Typ 2,43,DC Kupplung Combo,50.0,DC CHAdeMO,50.0,,
Vereinigte Stadtwerke GmbH,Mittelweg,2,23863,Bargfeld-Stegen,Schleswig-Holstein,53.767035,10.186499,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Schmalowsky,Bäkmüssen,6,23869,Elmenhorst,Schleswig-Holstein,53.78134,10.25236,3.7,Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,
Schmalowsky,Bäkmüssen,6,23869,Elmenhorst Kr Storman,Schleswig-Holstein,53.78134,10.25236,3.7,Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,
Shell Deutschland GmbH,Friesische Str.,191,24937,Flensburg,Schleswig-Holstein,54.778006,9.41502,360.0,Schnellladeeinrichtung,4,DC Kupplung Combo,360,DC Kupplung Combo,360.0,DC Kupplung Combo,360.0,DC Kupplung Combo,360.0
Lidl,Friesische Str.,171-191,24937,Flensburg-Friesischer Berg,Schleswig-Holstein,54.77826,9.41612,50.0,Schnellladeeinrichtung,3,"AC Kupplung Typ 2, AC Schuko",50,AC Kupplung Typ 2,50.0,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,
GP JOULE Connect GmbH,Am Ochsenmarkt,0,24937,Flensburg,Schleswig-Holstein,54.782057,9.416834,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Friesische Lücke,15,24937,Flensburg,Schleswig-Holstein,54.776533,9.418544,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
RBZ Eckener-Schule Flensburg AöR,Friesische Lücke,15,24937,Flensburg,Schleswig-Holstein,54.77686,9.41855,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Friesische Straße,63a,24937,Flensburg,Schleswig-Holstein,54.781,9.428,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
"Stadt Flensburg, vertreten durch das Sondervermögen Infrastruktur c/o Technisches Betriebszentrum AöR",Heiligengeistgang,0,24937,Flensburg,Schleswig-Holstein,54.787346,9.431515,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Nordergraben,30a,24937,Flensburg,Schleswig-Holstein,54.787269,9.431971,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Speicherlinie,22a,24937,Flensburg,Schleswig-Holstein,54.7883,9.43312,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
"Stadt Flensburg, vertreten durch das Sondervermögen Infrastruktur c/o Technisches Betriebszentrum AöR",Neumarkt,0,24937,Flensburg,Schleswig-Holstein,54.780097,9.434155,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Neumarkt,1,24937,Flensburg,Schleswig-Holstein,54.780121,9.434266,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Suederhofenden,1,24937,Flensburg,Schleswig-Holstein,54.785457,9.438032,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
"Stadt Flensburg, vertreten durch das Sondervermögen Infrastruktur c/o Technisches Betriebszentrum AöR",Süderhofenden,1,24937,Flensburg,Schleswig-Holstein,54.784136,9.43843,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
PM 10. Projektgesellschaft mbH & Co.KG,Mühlendamm,21,24937,Flensburg,Schleswig-Holstein,54.77554,9.43844,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Bahnhofsstraße,23c,24937,Flensburg,Schleswig-Holstein,54.778288,9.438795,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Nordstraße,1,24937,Flensburg,Schleswig-Holstein,54.79202,9.43916,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
"Stadt Flensburg, vertreten durch das Sondervermögen Infrastruktur c/o Technisches Betriebszentrum AöR",Munketoft,23c,24937,Flensburg,Schleswig-Holstein,54.777945,9.441963,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Privatperson,Ramsharde,58,24939,Flensburg,Schleswig-Holstein,54.80782,9.41385,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
GP JOULE Connect GmbH,Waldstraße,13-15,24939,Flensburg,Schleswig-Holstein,54.792789,9.421607,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Am Nordertor,0,24939,Flensburg,Schleswig-Holstein,54.795707,9.430071,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Batteriestr.,48,24939,Flensburg,Schleswig-Holstein,54.80504,9.4303,50.0,Schnellladeeinrichtung,2,DC Kupplung Combo,50,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
"Stadt Flensburg, vertreten durch das Sondervermögen Infrastruktur c/o Technisches Betriebszentrum AöR",Batteriestraße,48,24939,Flensburg,Schleswig-Holstein,54.80503393,9.430646321,94.0,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",50,DC Kupplung Combo,50.0,AC Steckdose Typ 2,22.0,,
"Stadt Flensburg, vertreten durch das Sondervermögen Infrastruktur c/o Technisches Betriebszentrum AöR",Neue Straße,6,24939,Flensburg,Schleswig-Holstein,54.79058,9.432535,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Neue Str.,6a,24939,Flensburg,Schleswig-Holstein,54.790563,9.432912,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Jägerweg,16,24941,Flensburg,Schleswig-Holstein,54.75988,9.385429,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Wittenberger Weg,19,24941,Flensburg,Schleswig-Holstein,54.777237,9.39144,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Wittenberger Weg,19,24941,Flensburg,Schleswig-Holstein,54.777089,9.3915,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Meesenburg Großhandel KG,Westerallee,162,24941,Flensburg,Schleswig-Holstein,54.776798,9.393997,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EWE Go GmbH,Am Friedenshügel,3,24941,Flensburg,Schleswig-Holstein,54.777036,9.414457,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Lidl,Bleiche,4,24941,Flensburg,Schleswig-Holstein,54.77107,9.43337,228.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Kupplung Typ 2, DC CHAdeMO",43.0,DC Kupplung Combo,43.0,,
GP JOULE Connect GmbH,Schleswiger Str.,50,24941,Flensburg,Schleswig-Holstein,54.77216,9.43433,11.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,AC Steckdose Typ 2,11.0,AC Steckdose Typ 2,11.0
GP JOULE Connect GmbH,Schleswiger Str.,50,24941,Flensburg,Schleswig-Holstein,54.772383,9.434853,88.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
E.ON Drive GmbH,Schleswiger Straße,55,24941,Flensburg,Schleswig-Holstein,54.772344,9.435507,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Witte Fachgroßhandel GmbH,Schleswiger Str.,93,24941,Flensburg,Schleswig-Holstein,54.768999,9.435836,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Lise-Meitner-Str.,31,24941,Flensburg,Schleswig-Holstein,54.761033,9.436967,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,75,DC Kupplung Combo,75.0,,,,
GP JOULE Connect GmbH,Lise-Meitner-Str.,31,24941,Flensburg,Schleswig-Holstein,54.761046,9.4371,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,75,DC Kupplung Combo,75.0,,,,
GP JOULE Connect GmbH,Lise-Meitner-Str.,18,24941,Flensburg,Schleswig-Holstein,54.76093,9.44078,82.5,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Lise-Meitner-Str.,18,24941,Flensburg,Schleswig-Holstein,54.76093,9.44078,82.5,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Marie-Curie-Ring,45,24941,Flensburg,Schleswig-Holstein,54.7631052,9.449326553,300.0,Schnellladeeinrichtung,2,DC Kupplung Combo,300,DC Kupplung Combo,300.0,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,24941,Flensburg,Schleswig-Holstein,54.76404,9.4498,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,24941,Flensburg,Schleswig-Holstein,54.76409,9.45004,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,24941,Flensburg,Schleswig-Holstein,54.76472,9.4514,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,24941,Flensburg,Schleswig-Holstein,54.76477,9.45142,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,24941,Flensburg,Schleswig-Holstein,54.76481,9.45142,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,24941,Flensburg,Schleswig-Holstein,54.76486,9.45142,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,24941,Flensburg,Schleswig-Holstein,54.7649,9.45144,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Brixstraße,2,24943,Flensburg,Schleswig-Holstein,54.790346,9.442025,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Thomas-Fincke-Straße,7,24943,Flensburg,Schleswig-Holstein,54.77669651,9.449537899,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Mürwicker Straße,43,24943,Flensburg,Schleswig-Holstein,54.796729,9.449996,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Thomas-Fincke-Straße,19,24943,Flensburg,Schleswig-Holstein,54.776641,9.451879,22.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Auf dem Campus,1,24943,Flensburg,Schleswig-Holstein,54.777,9.456,3.7,Normalladeeinrichtung,1,AC Steckdose Typ 2,3.7,,,,,,
GP JOULE Connect GmbH,Am Knick,0,24943,Flensburg,Schleswig-Holstein,54.77594611,9.475080371,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Am Knick,20,24943,Flensburg,Schleswig-Holstein,54.776003,9.475223,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Am Fördeufer,1,24944,Flensburg,Schleswig-Holstein,54.807435,9.453239,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Am Marrensdamm,0,24944,Flensburg,Schleswig-Holstein,54.815449,9.472474,38.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,19,AC Steckdose Typ 2,19.0,,,,
Stadtwerke Kiel AG,Schülperbaum,4,24103,Kiel,Schleswig-Holstein,54.319767,10.12846,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Herzog-Friedrich-Str.,32,24103,Kiel,Schleswig-Holstein,54.317752,10.130719,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Mittelstraße,5,24103,Kiel,Schleswig-Holstein,54.329539,10.131165,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
APCOA PARKING Deutschland GmbH,Herzog-Friedrich-Str.,30,24103,Kiel,Schleswig-Holstein,54.31803,10.13153,11.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Waisenhofstr.,5,24103,Kiel,Schleswig-Holstein,54.321711,10.132334,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,"AC Steckdose Typ 2, AC Schuko",11.0,,,,
Atlantic Hotel Kiel,Raiffeisenstrasse,2,24103,Kiel,Schleswig-Holstein,54.316394,10.133827,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Atlantic Hotel Kiel,Raiffeisenstrasse,2,24103,Kiel,Schleswig-Holstein,54.316394,10.133827,22.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,24103,Kiel,Schleswig-Holstein,54.3177,10.134068,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,24103,Kiel,Schleswig-Holstein,54.3177,10.134068,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,24103,Kiel,Schleswig-Holstein,54.3177,10.134068,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Kiel AG,Schlossgarten,7,24103,Kiel,Schleswig-Holstein,54.326443,10.142416,88.0,Normalladeeinrichtung,4,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,"AC Steckdose Typ 2, AC Schuko",22.0,"AC Steckdose Typ 2, AC Schuko",22.0
Stadtwerke Kiel AG,Schloßgarten,7,24103,Kiel,Schleswig-Holstein,54.326443,10.142416,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Schloßgarten,7,24103,Kiel,Schleswig-Holstein,54.326443,10.142416,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Schloßgarten,7,24103,Kiel,Schleswig-Holstein,54.326443,10.142416,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Schloßgarten,7,24103,Kiel,Schleswig-Holstein,54.326443,10.142416,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Franckestraße,2,24105,Kiel,Schleswig-Holstein,54.33671,10.130927,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Blücherstraße,2,24105,Kiel,Schleswig-Holstein,54.342056,10.136843,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Blücherstraße,2,24105,Kiel,Schleswig-Holstein,54.342051,10.137007,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Langer Segen,6,24105,Kiel,Schleswig-Holstein,54.329295,10.138453,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
E.ON Drive GmbH,Feldstraße,23,24105,Kiel,Schleswig-Holstein,54.333478,10.138621,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Stadtwerke Lübeck GmbH,Arnold-Heller-Straße,8,24105,Kiel,Schleswig-Holstein,54.329608,10.140116,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Arnold-Heller-Straße,8,24105,Kiel,Schleswig-Holstein,54.329608,10.140116,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Arnold-Heller-Straße,8,24105,Kiel,Schleswig-Holstein,50.3296075,10.1401162,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Charles-Roß-Ring,39,24106,Kiel,Schleswig-Holstein,54.356085,10.107383,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Charles-Roß-Ring,118,24106,Kiel,Schleswig-Holstein,54.358093,10.11031,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Bendixenstraße,0,24106,Kiel,Schleswig-Holstein,54.355977,10.113111,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
famila,Prinz-Heinrich-Straße,20,24106,Kiel,Schleswig-Holstein,54.36109229,10.13314704,72.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,DC Kupplung Combo,50.0,"DC Kupplung Combo, DC CHAdeMO",50.0,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
KIWI Tower GmbH,Am Kiel-Kanal,4,24106,Kiel,Schleswig-Holstein,54.36264046,10.13361994,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
GP JOULE Connect GmbH,Alte Chaussee,40,24107,Kiel,Schleswig-Holstein,54.3640609,10.07119219,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Rungholtplatz,1-3,24107,Kiel,Schleswig-Holstein,54.361125,10.076935,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
GLS Mobility,Goeteborgring,77-81,24109,Kiel,Schleswig-Holstein,54.32408292,10.06171733,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vonovia Mess Service GmbH,Goeteborgring,77-81,24109,Kiel,Schleswig-Holstein,54.32439,10.061818,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Hofholzallee,220,24109,Kiel,Schleswig-Holstein,54.317026,10.066623,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Martenshofweg,8,24109,Kiel,Schleswig-Holstein,54.317018,10.071513,66.0,Normalladeeinrichtung,3,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,,
World of Energy GmbH,Wittland,2-4,24109,Kiel,Schleswig-Holstein,54.326053,10.085358,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
World of Energy GmbH,Wittland,2-4,24109,Kiel,Schleswig-Holstein,54.326053,10.085358,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
World of Energy GmbH,Wittland,2-4,24109,Kiel,Schleswig-Holstein,54.326053,10.085358,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
Lidl,Rendsburger Landstr.,360,24111,Kie-Russee,Schleswig-Holstein,54.3006081,10.0723165,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
