ID,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,ID
490,Lidl,Bürgermeister-Steenbock-Str.,22-24,,23701,Eutin,Schleswig-Holstein,Kreis Ostholstein,54.12897711,10.62196608,2021-12-07,93,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,,"AC Kupplung Typ 2, DC Kupplung Combo",50,,"AC Kupplung Typ 2, DC CHAdeMO",44,,,,,490
491,Stadtwerke Eutin GmbH,Robert-Schade-Straße,21,,23701,Eutin,Schleswig-Holstein,Kreis Ostholstein,54.131865,10.625604,2018-07-25,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,491
492,Otto Cobobes GmbH,Lübecker Landstraße,32,,23701,Eutin,Schleswig-Holstein,Kreis Ostholstein,54.12666,10.62731,2022-11-28,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,492
493,E.ON Drive GmbH,Süseler Moor,2,,23701,Süsel,Schleswig-Holstein,Kreis Ostholstein,54.075376,10.687607,2019-05-22,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,493
494,HanseWerk Charging Station,Süseler Moor,2,,23701,Süsel,Schleswig-Holstein,Kreis Ostholstein,54.075787,10.68777,2022-04-27,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,494
495,Stadtwerke Eutin GmbH,Pastor-Dr.-Fuchs-Weg,0,,23701,Süsel,Schleswig-Holstein,Kreis Ostholstein,54.077062,10.716282,2018-11-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,495
496,Gemeindeqwerke Malente AöR,Sebastian-Kneipp-Straße,0,,23714,Malente,Schleswig-Holstein,Kreis Ostholstein,54.171166,10.54932,2022-03-08,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,496
497,Gemeindeqwerke Malente AöR,Hindenburgallee,0,,23714,Malente,Schleswig-Holstein,Kreis Ostholstein,54.167134,10.55098,2022-05-03,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,497
498,Gemeindeqwerke Malente AöR,Neversfelder Straße,11,ggü.,23714,Malente,Schleswig-Holstein,Kreis Ostholstein,54.177696,10.555366,2021-12-14,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,498
499,Gemeindeqwerke Malente AöR,Bahnhofstraße,40,,23714,Malente,Schleswig-Holstein,Kreis Ostholstein,54.17204,10.55636,2022-03-08,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,499
500,Stadtwerke Eutin GmbH,Bahnhofstraße,0,,23714,Malente,Schleswig-Holstein,Kreis Ostholstein,54.172298,10.556858,2018-10-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,500
501,Gemeindeqwerke Malente AöR,Marktstraße,0,,23714,Malente,Schleswig-Holstein,Kreis Ostholstein,54.173778,10.55762,2022-02-02,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,501
502,Stadtwerke Eutin GmbH,Bischof-Vicelin-Damm,0,,23715,Bosau/Hutzfeld,Schleswig-Holstein,Kreis Ostholstein,54.105376,10.427903,2021-02-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,502
503,Stadtwerke Eutin GmbH,Hauptstraße,2a,,23715,Bosau/Hutzfeld,Schleswig-Holstein,Kreis Ostholstein,54.090144,10.48643,2018-10-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,503
504,EWE Go GmbH,Eutiner Straße,59,,23730,Neustadt/Holstein,Schleswig-Holstein,Kreis Ostholstein,53.50354836,8.474058509,2019-12-19,100,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,504
505,E.ON Drive Infrastructure,Neustädter Bucht Ost,0,BAB1,23730,Neustadt in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.068004,10.756057,2017-09-20,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,505
506,E.ON Drive Infrastructure,Neustädter Bucht West,0,BAB1,23730,Neustadt in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.07115,10.75624,2017-09-20,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,506
507,Stadtwerke Eutin GmbH,Am Fahrenkrog,0,,23730,Sierksdorf,Schleswig-Holstein,Kreis Ostholstein,54.071558,10.778642,2018-12-21,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,507
508,GP JOULE Connect GmbH,Eutiner Str.,73,,23730,Neustadt,Schleswig-Holstein,Kreis Ostholstein,54.098969,10.792578,2019-07-24,50,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,508
509,E.ON Drive GmbH,Eutiner Straße,47,,23730,Neustadt in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.102053,10.799498,2022-07-05,75,Schnellladeeinrichtung,2,AC Kupplung Typ 2,22,,DC Kupplung Combo,50,,,,,,,,509
510,ancora Marina GmbH & Co. KG,An der Wiek,7-15,,23730,Neustadt in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.09390451,10.79953909,2020-04-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,510
511,ancora Marina GmbH & Co. KG,An der Wiek,7-15,,23730,Neustadt in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.09390451,10.79953909,2020-04-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,511
512,Comfort Charge,Ziegeleiweg,40-44,,23730,Neustadt,Schleswig-Holstein,Kreis Ostholstein,54.09928,10.82748,2020-06-25,150,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",150,,AC Kupplung Typ 2,22,,,22,,,,,512
513,Ostsee-Campingplatz Kagelbusch L. Gosch GmbH & Co.KG,Kagelbusch,1,,23730,Schashagen OT Bliesdorf,Schleswig-Holstein,Kreis Ostholstein,54.1262555,10.9280692,2021-04-26,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,513
514,HanseWerk Charging Station,Doktor-Julius-Stinde-Straße,0,,23738,Lensahn,Schleswig-Holstein,Kreis Ostholstein,54.21384,10.88137,2017-03-23,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,514
515,E.ON Drive GmbH,Lübecker Straße,28,,23738,Lensahn,Schleswig-Holstein,Kreis Ostholstein,54.213946,10.881713,2017-03-22,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,515
516,E.ON Drive GmbH,Eutiner Str.,4a,,23738,Lensahn,Schleswig-Holstein,Kreis Ostholstein,54.220016,10.884069,2017-03-22,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,516
517,HanseWerk Charging Station,Eutiner Straße,2,,23738,Lensahn,Schleswig-Holstein,Kreis Ostholstein,54.22004,10.88417,2017-03-23,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,517
518,Buchladen Lensahn,Bäderstr.,8a,,23738,Lensahn,Schleswig-Holstein,Kreis Ostholstein,54.21972,10.88767,2022-05-02,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,518
519,E.ON Drive GmbH,Dieselstraße,4,bei Nr. 4,23738,Lensahn,Schleswig-Holstein,Kreis Ostholstein,54.218255,10.897136,2019-09-25,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,519
520,E.ON Drive GmbH,Dieselstraße,2,,23738,Lensahn,Schleswig-Holstein,Kreis Ostholstein,54.217937,10.897398,2019-09-25,72,Schnellladeeinrichtung,2,AC Kupplung Typ 2,50,,"DC Kupplung Combo, DC CHAdeMO",22,,,,,,,,520
521,GP JOULE Connect GmbH,Cismarfelde,16,,23743,Grömitz,Schleswig-Holstein,Kreis Ostholstein,54.202575,10.965724,2017-05-09,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,521
522,Stadtwerke Eutin GmbH,Eutiner Straße,0,,23744,Schönwalde am Bungsberg,Schleswig-Holstein,Kreis Ostholstein,54.187646,10.753807,2018-10-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,522
523,E.ON Drive GmbH,Am Obstgarten,10,,23746,Kellenhusen,Schleswig-Holstein,Kreis Ostholstein,54.190202,11.054999,2020-12-17,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,523
524,EWE Go GmbH,Dannauer Bruch,1,,23758,Oldenburg in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.296939,10.866525,2022-08-23,130,Schnellladeeinrichtung,2,DC Kupplung Combo,130,,DC Kupplung Combo,130,,,,,,,,524
525,Heinrich Berg e.K.,Schuhstraße,0,,23758,Oldenburg in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.287102,10.880287,2021-01-19,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,525
526,Stadtwerke Oldenburg in Holstein GmbH,Kieler Chaussee,0,,23758,Oldenburg in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.28709,10.88792,2019-04-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,526
527,Stadtwerke Oldenburg in Holstein GmbH,Hopfenmarkt,0,,23758,Oldenburg in Holstein,Schleswig-Holstein,Kreis Ostholstein,54.2933,10.88792,2019-04-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,527
528,famila,Am Voßberg,1,,23758,Oldenburg,Schleswig-Holstein,Kreis Ostholstein,54.292711,10.910778,2021-01-13,75,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,528
529,GP JOULE Connect GmbH,Bankendorfer Weg,1,,23758,Gremersdorf,Schleswig-Holstein,Kreis Ostholstein,54.331975,10.933026,2021-08-18,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,,,,529
530,GP JOULE Connect GmbH,Bankendorfer Weg,1,,23758,Gremersdorf,Schleswig-Holstein,Kreis Ostholstein,54.331975,10.933026,2021-08-18,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,,,,530
531,Krausen GmbH & Co. KG,Flüggerteich,1,,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.45277,11.01216,2021-04-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,531
532,Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,Camping- und Ferienpark Wulfener Hals,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.242699,11.102764,2022-12-06,100,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,DC Kupplung Combo,50,,,,,,,,532
533,Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,Camping- und Ferienpark Wulfener Hals,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.242699,11.102764,2022-12-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,533
534,Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,Camping- und Ferienpark Wulfener Hals,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.242699,11.102764,2022-12-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,534
535,Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,Camping- und Ferienpark Wulfener Hals,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.242699,11.102764,2022-12-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,535
536,CLEVER A/S,Mummendorfer Weg,7,,23769,Burg auf Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.443061,11.178431,2015-12-22,86,Schnellladeeinrichtung,3,AC Kupplung Typ 2,43,,DC Kupplung Combo,50,,DC CHAdeMO,50,,,,,536
537,HanseWerk Charging Station,Mühlenstraße,6,bei 6,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.438088,11.193375,2022-03-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,537
538,HanseWerk Charging Station,Bahnhofstraße,30,,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.440457,11.194118,2022-03-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,538
539,E.ON Drive GmbH,Mühlenstrasse,6,,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.44039,11.19432,2018-12-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,539
540,E.ON Drive GmbH,Bahnhofstraße,30,,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.44039,11.19432,2019-02-25,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,540
541,HanseWerk Charging Station,Osterstraße,39,gegenüber,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.438159,11.199993,2022-03-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,541
542,E.ON Drive GmbH,Osterstraße,45 - 50,,23769,Fehmarn,Schleswig-Holstein,Kreis Ostholstein,54.43818,11.2,2017-04-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,542
543,E.ON Drive GmbH,Neuer Skandinavienkai,1,,23769,Puttgarden,Schleswig-Holstein,Kreis Ostholstein,54.503688,11.22529,2019-08-30,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,543
544,Heinrich Berg e.K.,Wendstraße,19,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.371154,10.980757,2021-05-27,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,544
545,HVB GmbH & Co. KG,Kapitän-Willi-Freter-Platz,0,Kapitän-Willi-Freter-Platz / Am Strande,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.374465,10.981566,2015-06-11,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,545
546,EWE Go GmbH,E47 1001,0,Rastplatz Autobahn,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.36200899,10.98329294,2021-07-06,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,546
547,EWE Go GmbH,E47 1001,0,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.36200899,10.98329294,2021-07-07,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,547
548,Lidl,Sundweg,113,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.36537,11.00788,2020-09-29,50,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Kupplung Typ 2, DC CHAdeMO",50,,"AC Kupplung Typ 2, DC Kupplung Combo",50,,,,,548
549,E.ON Drive GmbH,Industriestraße,1-3,,23774,Heiligenhafen,Schleswig-Holstein,Kreis Ostholstein,54.36501,11.00834,2018-08-17,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,549
550,Holiday Vital Resort,Strandstraße,32,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.363027,11.085022,2021-12-16,160,Schnellladeeinrichtung,3,DC Kupplung Combo,160,,DC Kupplung Combo,160,,AC Steckdose Typ 2,22,,,,,550
551,Holiday Vital Resort,Strandstraße,32,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.362797,11.085154,2021-12-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,551
552,Großenbrode Tourismus Service und Grundstücks GmbH,Teichstr.,12,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.372918,11.085465,2019-06-01,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,552
553,Großenbrode Tourismus Service und Grundstücks GmbH,Südstrand,0,,23775,Großenbrode,Schleswig-Holstein,Kreis Ostholstein,54.35794,11.086654,2019-06-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,553
554,E.ON Drive GmbH,Achter de Weiden,30,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.606907,9.829793,2019-08-29,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,554
555,E.ON Drive GmbH,Heisterweg,4,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.599907,9.835771,2019-08-21,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,555
556,HanseWerk Charging Station,Holstenplatz,3,bei 3,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.599936,9.835775,2022-03-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,556
557,E.ON Drive GmbH,Kiebitzweg,2,bei Nr. 2,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.602194,9.835992,2019-08-29,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,557
558,E.ON Drive GmbH,Industriestraße,2,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.601444,9.838037,2016-07-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,558
559,HanseWerk Charging Station,Industriestraße,2,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.60144,9.838044,2022-05-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,559
560,Werner Ahlfeld (GmbH & Co.) KG,Friedrich-Ebert-Allee,44899,Hinter der Werkstatt. Öffnungszeiten: Montag bis Freitag 7.30 Uhr bis 17.00 Uhr Samstag 9.00 Uhr bis 11.30 Uhr,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.607837,9.841558,2022-08-03,39.65,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,560
561,Autohof Reimers GmbH,Altonaer Chaussee,49,,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.598551,9.847903,2021-02-21,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,561
562,Autohof Reimers GmbH,Altonaer Ch,49,Öffnungszeiten 07.00 - 18.30,22869,Schenefeld,Schleswig-Holstein,Kreis Pinneberg,53.598564,9.847952,2022-03-10,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,562
563,Stadtwerke Wedel GmbH,Am Freibad,2,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.57866533,9.695767164,2022-02-02,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,563
564,Stadtwerke Wedel GmbH,Standbaddamm,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.571806,9.696282,2018-04-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,564
565,Stadtwerke Wedel GmbH,Austraße,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.583252,9.696806,2018-03-28,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,565
566,Stadtwerke Wedel GmbH,Gorch-Fock-Straße,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.580419,9.702238,2018-04-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,566
567,Stadtwerke Wedel GmbH,Bei der Doppeleiche,0,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.574465,9.706255,2018-03-28,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,567
568,Stadtwerke Wedel GmbH,Op´n Klint,15,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.587682,9.70929,2020-11-12,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,568
569,Stadtwerke Wedel GmbH,Rissener Straße,105,,22880,Wedel,Schleswig-Holstein,Kreis Pinneberg,53.58394444,9.724055556,2017-12-01,94,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Kupplung Typ 2,44,,,,,,,,569
570,Stadtwerke Elmshorn,Siethwender Chaussee,0,,25335,Raa-Besenbek,Schleswig-Holstein,Kreis Pinneberg,53.76638,9.62722,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,570
571,Stadtwerke Elmshorn,Wedenkamp,9,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.75148,9.648477,2021-06-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,571
572,Stadtwerke Elmshorn,Wedenkamp,9,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.751485,9.648556,2021-06-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,572
573,Stadtwerke Elmshorn,Lornsenstraße,52,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.759929,9.653315,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,573
574,Stadtwerke Elmshorn,Schulstraße,15,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.753984,9.654818,2020-10-26,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,574
575,Stadtwerke Elmshorn,Koppeldamm,1,,25335,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.762656,9.671742,2020-12-18,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,575
576,RMP GmbH,Hauptstrasse,40,,25335,Bokholt-Hanredder,Schleswig-Holstein,Kreis Pinneberg,53.787695,9.730502,2020-11-12,11,Normalladeeinrichtung,1,AC Kupplung Typ 2,11,,,,,,,,,,,576
577,Stadtwerke Elmshorn,Westerstraße,50 - 54,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74808,9.65002,2021-12-15,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,,577
578,Stadtwerke Elmshorn,Westerstraße,50-54,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748073,9.650028,2020-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,578
579,Stadtwerke Elmshorn,Wedekamp,1,Am Südufer / Hafen Elmshorn,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.751819,9.654171,2022-06-29,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,,579
580,Elektrohaus Zentrum GmbH,Reichenstraße,4,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748993,9.656044,2018-11-01,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,,580
581,Elektrohaus Zentrum GmbH,Reichenstraße,4,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748993,9.656044,2018-11-01,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,,581
582,Elektrohaus Zentrum GmbH,Reichenstraße,4,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.748993,9.656044,2018-11-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,582
583,EnBW mobility+ AG und Co.KG,Am Eiskeller,26,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74573,9.66126,2023-02-01,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,583
584,EnBW mobility+ AG und Co.KG,Am Eiskeller,26,,25336,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.74573,9.66126,2023-02-01,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,584
585,Stadtwerke Elmshorn,Dorfstraße,105,,25336,Klein Nordende,Schleswig-Holstein,Kreis Pinneberg,53.723736,9.662995,2018-07-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,585
586,Stadtwerke Elmshorn,Zum Krückaupark,3,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.75535,9.674674,2022-05-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,586
587,Stadtwerke Elmshorn,Zum Krückaupark,3,,25337,Elmshorn,Schleswig-Holstein,Kreis Pinneberg,53.7552594,9.6747556,2022-05-16,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,,587
